applicant_id,full_name,ssn,date_of_birth,address,employer_name,annual_income,credit_score,loan_amount,loan_purpose,email,phone_number,time_at_address_months,time_at_employer_months,num_recent_inquiries,is_fraud
APP-004897,Thomas Jordan,641-18-5901,1973-06-15,"91387 Davis Stream Suite 560, Port Kristieville, AL 39770",Silver Oak Pharmacy,186879,787,75000,debt_consolidation,horndavid@example.org,676-129-7543,122,197,2,0
APP-004898,William Smith,163-51-7020,1997-02-12,"PSC 3565, Box 4224, APO AP 04597",Pioneer Foods,191665,523,43000,home_improvement,alexis96@example.net,002-651-2123,161,79,5,1
APP-004899,Ronald Luna,539-84-4021,1962-05-02,"698 James Station, Khanmouth, SC 19546",Peakstone Retail,125534,651,27000,small_business,angelamolina@example.net,796-927-0297,107,185,1,0
APP-004900,Jason Fernandez,756-92-3411,1996-05-09,"96033 Amy Mountain Suite 621, Chambersburgh, NV 09470",North Ridge Logistics,161188,777,52500,home_improvement,teresa16@example.net,013-807-6701,188,239,0,0
APP-004901,Caleb Williams,118-93-9154,2002-07-22,"954 Zachary Station, New Nicole, OR 38613",Redwood Manufacturing,44378,716,8500,vacation,wujennifer@example.net,709-578-7346,182,25,5,0
APP-004902,Heather Roberts,655-78-4333,1973-08-14,"51579 Lee Prairie Apt. 864, Morrisberg, VI 37365",Redwood Manufacturing,158747,745,22000,auto,xbrown@example.net,542-382-2172,165,233,2,0
APP-004903,Joseph Everett,583-74-6432,1965-12-11,"878 Richard Flat, West Alyssa, MA 05789",Pioneer Foods,84810,712,10500,auto,williamswilliam@example.org,505-593-6457,1,0,4,1
APP-004904,Amber Anderson,737-87-2077,1997-02-27,"95820 Michelle Lodge, Lake Alexis, SD 20126",Crescent Energy,89173,533,15000,vacation,kathleen32@example.net,125-629-8605,1,1,3,1
APP-004905,Amy Martin,542-40-6083,1960-10-05,"94299 Ray Rapid Suite 499, Christopherview, OR 77899",Blue Harbor Health,111233,561,39000,debt_consolidation,huffmannathan@example.net,288-440-6191,67,195,4,0
APP-004906,Joshua Trevino,597-58-3583,1979-05-06,"PSC 4975, Box 5064, APO AP 50322",BrightPath Education,131552,585,23000,wedding,michelle86@example.com,783-465-5287,88,161,6,0
APP-004907,Antonio Harris,659-88-7799,1977-08-14,"PSC 5002, Box 0459, APO AA 14465",Blue Harbor Health,200097,775,75000,vacation,carlos76@example.org,289-624-3517,125,209,3,0
APP-004908,Dylan Alexander,138-31-9067,2000-03-12,"6065 Morgan Squares, Tiffanyton, PW 54480",Crescent Energy,56300,673,27500,wedding,zachary59@example.net,665-463-8967,150,112,1,0
APP-004909,Rebecca Jackson,469-54-3932,1957-07-25,"93536 Sherri Wells Apt. 672, Silvamouth, WV 72893",Summit Financial Group,68564,844,22500,debt_consolidation,terri65@example.net,730-889-5137,234,85,3,0
APP-004910,Brenda Fischer,675-50-3490,1983-04-07,"Unit 8671 Box 5623, DPO AP 28857",Pioneer Foods,55108,550,13000,wedding,steven09@example.com,120-246-5726,111,148,2,0
APP-004911,Christopher Powell,497-15-9290,1956-02-17,"57528 Christopher Ramp, Millsbury, OH 20451",Redwood Manufacturing,111387,703,38500,education,laurafranco@example.org,359-744-9371,12,216,3,0
APP-004912,Austin Giles,556-71-4451,1960-03-03,"PSC 7271, Box 8452, APO AE 11392",North Ridge Logistics,52476,651,186500,wedding,salinasdavid@example.net,678-193-7158,240,72,4,1
APP-004913,Tony Duran,166-42-5842,2002-07-01,"57218 Ryan Ford Apt. 724, Morsemouth, MD 32097",Blue Harbor Health,94753,706,300000,small_business,briana59@example.org,366-953-1900,90,38,2,1
APP-004914,Nicholas Castillo,581-71-1246,1969-08-01,"12015 Mario Plaza, Kennedyview, SC 57065",North Ridge Logistics,79899,733,8500,medical,molinaandrew@example.net,801-650-7468,19,226,2,0
APP-004915,Alicia Rangel,645-32-8675,1971-08-08,"882 Mckay Summit Apt. 009, New Erik, NE 63143",Redwood Manufacturing,143730,667,69500,home_improvement,xmorrison@example.net,980-585-4656,1,3,3,1
APP-004916,Cameron Perkins,780-14-5323,1994-10-28,"USNV Small, FPO AA 41712",Blue Harbor Health,189950,797,30000,major_purchase,cherylnelson@example.org,777-855-4597,136,225,0,0
APP-004917,David Roy,674-92-9241,1980-04-23,"2188 Cynthia Camp, West Don, OH 26482",Greenline Telecom,135711,615,48000,medical,mliu@example.org,944-046-1736,62,213,6,0
APP-004918,Karen Escobar MD,689-35-4777,1983-05-24,"0403 Marcus Turnpike Suite 276, Browntown, CA 58575",North Ridge Logistics,148636,707,32500,auto,ybridges@example.com,512-409-3422,192,79,1,0
APP-004919,David Davis,600-74-2938,1971-10-28,"172 Henry Lakes, New Jeremytown, HI 43279",Crescent Energy,178295,742,60000,wedding,amy35@example.com,730-744-1166,176,176,2,0
APP-004920,Richard Holmes,625-88-2032,1973-07-18,"6881 Stephanie Ranch Suite 227, East Kristen, MH 29965",Greenline Telecom,86745,705,34000,auto,shannon71@example.org,451-929-4962,38,160,2,0
APP-004921,John Rice,797-58-6781,1992-02-13,"4570 Linda Light, Martintown, MT 25268",Crescent Energy,118964,815,58500,major_purchase,hannahmckay@example.com,341-575-1776,60,23,2,0
APP-004922,Marisa Gonzalez,519-48-9125,1957-09-03,"1407 Hernandez Meadow, Aaronview, OK 40210",Atlas Construction,138621,797,35500,education,makayla16@example.net,753-044-3928,41,8,1,0
APP-004923,Elizabeth Figueroa,780-51-2245,1992-09-19,"3838 Jessica Estate Suite 954, Riveraland, NJ 50306",Pioneer Foods,71758,658,31000,small_business,christinefernandez@example.net,587-810-3198,60,225,3,0
APP-004924,Cheryl Gonzalez,525-68-9297,1961-04-10,"804 Gomez Forks, Port Melissa, MI 65796",Summit Financial Group,37059,594,15500,auto,ucunningham@example.org,749-596-0399,167,48,2,0
APP-004925,Destiny Barber,457-22-1510,1952-11-07,"096 Tara Mill, Nicolefort, MP 20633",Pioneer Foods,165003,706,46000,small_business,patrickshelly@example.com,361-010-3956,207,25,1,0
APP-004926,Brooke Gutierrez,742-57-6888,1991-12-12,"4912 Flores Springs, Mccartyhaven, MN 25125",Summit Financial Group,160747,759,28000,small_business,christianconway@example.com,722-630-3934,2,0,3,1
APP-004927,Alexandra Robinson,708-22-4029,1981-02-07,"385 Jennifer Grove Apt. 624, Rebeccaport, OH 04764",Atlas Construction,139754,643,65500,medical,qpayne@example.com,524-862-3593,89,39,6,0
APP-004928,Amber Cardenas,513-52-9842,1954-06-03,"1400 Carter Mountains Suite 341, Rodriguezmouth, NH 26965",Blue Harbor Health,79035,781,27500,wedding,katherinedavis@example.org,558-646-5677,177,18,1,0
APP-004929,Margaret West,661-95-9692,1983-03-09,"0613 Kelley Inlet, South Richard, RI 00586",Greenline Telecom,93545,522,40500,vacation,jamiehernandez@example.com,996-775-3436,3,3,7,1
APP-004930,Dylan Thompson,734-30-8107,1996-02-28,"9900 Raymond Canyon Suite 349, South Shelbyberg, VT 00857",Redwood Manufacturing,175499,552,23000,medical,linda23@example.org,166-271-6099,190,72,0,1
APP-004931,Charles Acevedo,784-35-6665,1979-05-31,"63217 Brown Village Apt. 502, Angelafort, KS 68822",UrbanCore Services,96328,718,40500,education,phillip59@example.net,734-028-9230,187,136,2,1
APP-004932,Crystal Fitzgerald,749-10-6667,1995-11-10,"732 James Run, Torresbury, AK 51025",Crescent Energy,172689,703,64000,home_improvement,mario21@example.org,512-674-8217,162,207,3,0
APP-004933,Deborah Rivers,731-47-4590,1994-02-06,"PSC 7176, Box 4714, APO AE 43297",Redwood Manufacturing,118734,536,51000,education,creeves@example.org,973-541-1005,214,96,6,0
APP-004934,Donald Sampson,137-47-4612,2002-03-03,"5479 Mullins Village Suite 258, North Charles, NV 96602",Summit Financial Group,122050,645,39500,vacation,tracy00@example.org,655-230-9014,3,3,5,1
APP-004935,Julia Olson,526-79-2741,1962-05-08,"PSC 9881, Box 5571, APO AA 01652",Atlas Construction,150324,840,75000,debt_consolidation,monroedaniel@example.com,956-470-7911,8,42,1,0
APP-004936,Tamara Watson,579-78-8158,1960-07-02,"066 Zachary Port, East Markchester, VT 25294",Peakstone Retail,86108,561,46500,home_improvement,penanancy@example.com,552-827-2566,82,9,8,0
APP-004937,Kerry Heath,632-37-5934,1971-08-22,"630 Kathryn Mountains, Wilsonmouth, DE 09281",Redwood Manufacturing,20527,841,41000,vacation,eric07@example.com,806-654-2531,195,194,7,1
APP-004938,Christine Downs,728-81-2596,1984-02-29,"850 Davis Flats, Aliciachester, VA 35766",BrightPath Education,167787,522,23000,home_improvement,candice48@example.com,259-144-5809,43,235,5,1
APP-004939,Justin Hodges,733-72-4698,1993-05-15,"07503 Vincent Island Suite 102, South Tracey, NH 44600",Peakstone Retail,151401,724,73000,vacation,wgonzalez@example.org,342-978-1755,232,89,1,0
APP-004940,Dawn Hamilton,656-63-4517,1979-12-13,"31031 Erica Cape, Phillipsborough, UT 83908",Atlas Construction,72300,694,20500,wedding,brandoncarson@example.com,501-043-5881,93,81,4,0
APP-004941,Tracy Tanner,536-71-1992,1968-04-02,"01952 Wise Parkway, South Robert, SC 18220",Redwood Manufacturing,90805,575,14000,education,jennifer33@example.com,458-218-7865,48,57,6,0
APP-004942,Julie Gonzalez,633-80-6303,1973-10-20,"93835 Dustin Bridge Apt. 712, New Jill, TN 80090",Greenline Telecom,90560,748,23500,medical,newmanmadeline@example.net,468-885-9569,128,183,2,0
APP-004943,Tina Edwards,524-21-6007,1985-04-03,"125 Aaron Burgs, Port Austinhaven, KS 46889",Pioneer Foods,207849,562,25500,moving,jason41@example.org,895-076-6941,48,66,3,1
APP-004944,Melissa Fisher,166-76-3880,2000-06-22,"199 Joshua Plains Suite 796, New Angelaland, KY 34744",UrbanCore Services,195729,524,33500,small_business,lisamiller@example.com,626-973-2292,89,197,3,1
APP-004945,Lisa Melton,601-78-2081,1976-04-09,"970 Terrell Drive, Ibarraview, MA 99378",Silver Oak Pharmacy,94656,742,29500,small_business,hannahgilbert@example.com,161-136-4100,156,152,1,0
APP-004946,Nicole Taylor,602-39-4548,1978-12-05,"47908 Dave Corners Suite 223, West Clintonville, IA 88512",Crescent Energy,100155,766,53500,auto,wilkinsangela@example.org,308-473-2166,44,232,3,0
APP-004947,Taylor Holland,570-34-5764,1969-04-28,"448 David Mill Suite 414, Port Johnfort, TN 43879",Atlas Construction,71074,755,16500,wedding,matthew37@example.org,037-227-5537,126,21,0,0
APP-004948,Elizabeth Smith,597-67-5124,1976-02-22,"418 Wendy Squares, North Jeremy, AK 54304",Greenline Telecom,123225,625,67500,medical,sanchezteresa@example.net,621-021-9000,124,122,4,0
APP-004949,Ashley Phillips,533-91-5243,1969-04-07,"USS Reed, FPO AE 61703",Blue Harbor Health,83901,704,21000,education,juliawatson@example.com,719-220-5330,112,98,1,0
APP-004950,Clinton Duncan,662-23-1834,1998-05-02,"Unit 0867 Box 8437, DPO AE 48484",Crescent Energy,146334,798,57000,education,patrick02@example.org,353-383-8742,52,202,1,1
APP-004951,Corey Charles,689-63-5726,1985-09-05,"PSC 7486, Box 5874, APO AP 43424",Summit Financial Group,51789,547,21000,moving,ladams@example.net,579-997-6109,228,54,5,0
APP-004952,Michael Carpenter,737-87-6384,1996-10-21,"034 Stephens Canyon, North Rebekahville, OH 99109",Pioneer Foods,66655,592,21000,small_business,nelsonrebecca@example.com,729-163-2300,80,106,2,0
APP-004953,Danielle Yu,596-32-7612,1975-06-10,"8125 William Light, New Joshuamouth, DC 84309",Crescent Energy,63750,649,12500,moving,jeremiahmatthews@example.net,338-265-3632,233,106,9,0
APP-004954,Courtney Hardy,781-94-3414,1977-08-06,"37666 Lisa Field Apt. 267, New Christopherview, AK 53719",BrightPath Education,88717,737,27500,debt_consolidation,christopher21@example.com,525-784-0810,80,160,5,1
APP-004955,Mr. Anthony Hogan,625-10-4470,1974-07-12,"56688 Santos Pines Apt. 524, New Nathanberg, UT 86654",Atlas Construction,111988,601,33000,education,nicholasjacobs@example.net,923-838-2036,239,219,5,0
APP-004956,Kayla Cook,615-56-4587,1976-04-07,"046 Shaw Forge, Meganside, NY 30837",Greenline Telecom,176821,779,53500,moving,gonzaleznathan@example.net,574-855-9320,182,230,3,0
APP-004957,Steven Sanchez,572-68-2328,1967-01-20,"2828 Daniel Highway Suite 693, Kaneborough, UT 78727",Pioneer Foods,108314,787,15500,wedding,jenniferjohnson@example.org,841-165-6598,89,80,1,0
APP-004958,Mary Smith,709-66-4584,1989-02-03,"38302 Richard Villages, Christophermouth, OK 70760",Peakstone Retail,115396,743,14000,medical,marquezkeith@example.org,565-311-4477,28,59,0,0
APP-004959,Joseph Lee,792-71-3921,1993-05-29,"9419 Jesse Mews Apt. 322, Butlerside, MS 72339",North Ridge Logistics,91812,707,20000,auto,benjamin55@example.com,714-130-8888,2,3,3,1
APP-004960,Thomas Braun,645-27-8539,1972-08-04,"658 Joseph Summit, Paulafurt, NE 79643",BrightPath Education,151133,768,430500,medical,brownlance@example.org,171-736-0299,193,207,2,1
APP-004961,Felicia Curry,649-85-9694,1974-04-22,"PSC 0480, Box 2053, APO AA 14244",Peakstone Retail,143498,734,14000,small_business,dblanchard@example.com,483-970-1932,237,18,2,0
APP-004962,Catherine Galloway,146-63-4620,2002-03-13,"42060 Tanya Wells, Port Brittanyberg, AK 42894",Greenline Telecom,106781,659,19000,medical,reneemitchell@example.net,814-641-2210,1,1,1,1
APP-004963,Brian Mays,787-14-1281,1962-01-31,"5425 Nicole Orchard, New Keithville, FL 42235",Summit Financial Group,159271,708,23500,moving,willisashley@example.net,144-469-3853,147,235,1,1
APP-004964,Mrs. Taylor Cruz PhD,488-62-9574,1956-08-25,"2258 Anthony Island Apt. 181, West Kenneth, WY 49174",Crescent Energy,152518,737,27500,debt_consolidation,stephanie96@example.net,140-484-1530,209,213,1,0
APP-004965,David Butler,619-92-7531,1978-09-30,"495 Richard Ports Suite 887, Andersonport, FL 30137",Atlas Construction,167158,736,26000,home_improvement,christinasteele@example.com,802-300-3995,72,122,4,0
APP-004966,Alexander Robertson,676-82-7450,1989-04-12,"814 Shelley Pike Suite 872, New Jacqueline, ME 33424",Pioneer Foods,157153,798,53000,major_purchase,stephenlawson@example.com,218-367-3713,193,185,1,0
APP-004967,Holly Hernandez,759-57-3098,1990-08-26,"6105 Michelle Flats Suite 441, Port Ashley, KS 39250",UrbanCore Services,28617,849,42000,small_business,rlopez@example.net,896-114-1150,121,217,3,1
APP-004968,Jon Rodriguez,485-24-4207,1953-05-20,"61440 Charles Junctions Apt. 911, Davisborough, AK 01625",Pioneer Foods,75983,571,6500,small_business,thompsonmary@example.net,929-263-8801,121,98,2,0
APP-004969,Julie Robinson,580-86-1196,1961-02-14,"3837 Morgan Islands, Port Donald, HI 80912",UrbanCore Services,126896,540,18000,vacation,gabriel59@example.net,069-365-2677,240,44,8,0
APP-004970,Mr. Robert Brown,525-31-1060,1963-06-12,"PSC 2266, Box 9141, APO AP 81467",Peakstone Retail,149304,751,552000,wedding,kathywilson@example.org,589-276-8348,101,112,0,1
APP-004971,Laura Brown,530-99-7770,1965-05-05,"224 Bobby Ways Apt. 694, Morrisburgh, AR 92820",Crescent Energy,154965,548,20000,home_improvement,apope@example.net,855-801-2892,179,83,9,1
APP-004972,Michael Riley,666-48-4578,1984-08-06,"8459 Lucas Lock, Thomasburgh, MT 72279",Pioneer Foods,163368,700,312500,wedding,ewhite@example.net,665-210-3054,110,52,2,1
APP-004973,Shannon Ruiz,605-33-7477,1970-01-15,"47329 Jones Points, Howardstad, ID 82492",Greenline Telecom,156929,751,14500,home_improvement,martinezelijah@example.net,387-338-0683,56,178,3,0
APP-004974,Michael Rodriguez,686-50-5290,1988-09-16,"5375 Carrie Rest, Anthonychester, CA 96842",North Ridge Logistics,139834,776,22000,vacation,amberreid@example.net,600-862-9759,148,99,0,0
APP-004975,Anthony Paul,709-98-6363,1981-03-28,"8949 Keith Haven Apt. 684, East Ambertown, WA 47222",Peakstone Retail,121545,599,34500,education,kristincombs@example.net,079-213-1457,18,198,8,0
APP-004976,David Brown,739-99-8035,1993-07-24,"8275 Coleman Street Suite 790, Matthewside, NC 99168",BrightPath Education,159671,792,58000,wedding,anthony50@example.org,136-557-8375,70,236,0,0
APP-004977,Courtney Berger,787-82-8717,1996-04-29,"51252 Laura Mills Suite 102, Taylorfurt, CA 75328",UrbanCore Services,33789,594,4000,major_purchase,ericandersen@example.net,310-872-0118,2,0,8,1
APP-004978,Austin Phillips,505-49-3142,1956-07-11,"3288 Cruz Road Apt. 420, Davidmouth, WV 33851",Summit Financial Group,108349,530,44000,wedding,nhudson@example.net,796-539-1449,9,12,4,0
APP-004979,Brandon Garrison,541-43-6508,1964-08-07,"47157 Rodriguez Unions Apt. 465, East Jenniferbury, NY 62593",Atlas Construction,204798,523,8000,major_purchase,kimberlybrennan@example.net,653-541-8861,52,42,4,1
APP-004980,Patricia Simmons,523-83-5138,1962-02-05,"82520 Gonzales Fort Suite 554, Collinshaven, CA 53979",Blue Harbor Health,72769,582,28000,home_improvement,joshua28@example.org,968-402-7386,49,98,5,0
APP-004981,Joshua Norris,149-50-7811,2003-06-03,"55179 Payne Neck, Caitlinmouth, NJ 98853",Silver Oak Pharmacy,176442,552,13000,education,robert58@example.org,021-995-1279,72,95,1,1
APP-004982,Jeremy Brown,782-28-9376,1990-03-14,"1143 James Inlet Apt. 764, Andrewville, LA 12708",Greenline Telecom,167225,727,75000,vacation,vanessa32@example.com,872-665-5694,88,12,3,0
APP-004983,Renee Love,731-61-2657,1996-05-29,"952 Billy Freeway, South Pamelahaven, MH 03486",Redwood Manufacturing,55059,604,22500,small_business,brooke01@example.com,827-854-9926,188,236,4,0
APP-004984,Eugene Bass,732-63-9964,1998-02-16,"PSC 5604, Box 2510, APO AA 13811",Blue Harbor Health,144285,696,14000,wedding,riosmelissa@example.org,250-856-0383,141,153,5,0
APP-004985,Stephanie Bond,583-22-2712,1963-11-22,"10030 Pamela Island Apt. 228, Holtview, UT 38144",Summit Financial Group,63456,640,22500,major_purchase,jsmith@example.org,358-707-2900,24,21,6,0
APP-004986,Megan Silva,789-75-6146,1990-05-21,"0519 Michael Bridge, Cherylmouth, RI 16461",Pioneer Foods,122811,728,61500,debt_consolidation,briandelgado@example.org,923-497-4913,19,230,2,0
APP-004987,Carl Nelson,563-34-9869,1961-05-16,"01057 Lewis Extensions Suite 642, Daniellefurt, PW 23288",Silver Oak Pharmacy,109251,638,49000,vacation,jennifer21@example.com,262-809-7897,209,222,7,0
APP-004988,Sharon Cruz,482-33-8397,1959-02-28,"486 Sandra Island, East Justinmouth, MA 43834",Atlas Construction,163216,772,69000,debt_consolidation,robin00@example.net,591-209-3951,2,1,1,1
APP-004989,Lucas Mckinney,165-10-1500,2003-05-07,"0416 Hall Run Apt. 329, North Johnmouth, OR 06475",Redwood Manufacturing,185615,769,35000,home_improvement,abyrd@example.net,186-083-1838,193,200,2,0
APP-004990,Joseph Brown,559-91-5928,1969-09-25,"262 Lisa Dam, Singhhaven, DE 49020",Blue Harbor Health,134145,633,49000,debt_consolidation,ronald02@example.net,482-346-1940,192,181,6,0
APP-004991,Robert Mathews,569-56-9952,1964-04-25,"815 Mary Heights, Petersonfort, MS 68348",BrightPath Education,190668,809,64500,medical,yvettesmith@example.com,777-515-0848,9,14,1,0
APP-004992,William Serrano,611-21-2042,1972-05-18,"51409 Watkins Falls Apt. 937, Port Jeffrey, VI 43031",Redwood Manufacturing,110375,642,24500,vacation,robert82@example.net,522-337-7106,140,23,6,0
APP-004993,Justin George,692-23-6461,1987-12-14,"PSC 5067, Box 3207, APO AA 71731",BrightPath Education,134673,712,55500,home_improvement,karenburke@example.com,775-978-4250,62,49,4,0
APP-004994,Alexandra Adams,539-42-8761,1969-05-23,"190 Colon Turnpike Apt. 687, West Melissabury, KS 50458",Silver Oak Pharmacy,78878,751,23500,major_purchase,brendalane@example.org,436-045-5104,77,63,0,0
APP-004995,Lee George,735-52-7284,1993-11-04,"80251 Christina Causeway Apt. 324, Wellsside, AR 53060",Pioneer Foods,133599,609,55000,auto,kylewoods@example.net,858-406-4021,89,168,3,0
APP-004996,Douglas Hall,792-52-5304,1992-08-19,"71579 Ford Drive, South Dakotaview, MT 07388",Blue Harbor Health,81170,606,38500,small_business,padillacarrie@example.net,134-915-1664,75,20,4,0
APP-004997,Jamie Day,700-17-3159,1986-10-18,"922 Nancy Ways Suite 822, North Kellyside, ME 86731",Peakstone Retail,132133,580,60500,education,kevinrobinson@example.com,175-147-6077,239,224,5,0
APP-004998,Terry Wright,453-42-6274,1956-05-17,"88267 Jose Mount Suite 668, Blankenshipburgh, OH 97020",Silver Oak Pharmacy,70565,668,35000,debt_consolidation,matthewbarton@example.com,910-067-9489,25,201,2,0
APP-004999,Dr. Nancy Khan,782-27-9255,1998-06-29,"6820 Luna Burgs, Tarashire, MH 68153",UrbanCore Services,112980,652,19500,small_business,rebeccayates@example.com,759-032-8868,133,48,3,0
APP-005000,Danielle Wong,678-78-6503,1982-05-29,"656 Emily Ford, Wallacefort, OK 73075",Crescent Energy,111661,627,44500,wedding,alexandersusan@example.org,191-644-0938,1,0,8,1
APP-005001,John Campbell,784-35-5848,1997-02-21,"9699 Lopez Club, Port Emma, NJ 77930",Pioneer Foods,27529,793,17000,vacation,fdawson@example.com,968-043-8041,36,103,4,1
APP-005002,Donald Obrien,712-87-6711,1984-10-17,"0767 Delacruz Pass Suite 140, Rhondamouth, AZ 13039",Crescent Energy,76888,798,42000,medical,robinstout@example.org,897-904-8457,2,3,0,1
APP-005003,Jean Harrison,534-52-7264,1961-10-24,"53354 Benjamin Unions, South Pamela, FM 14964",BrightPath Education,79887,572,21500,vacation,christina83@example.com,582-636-0713,158,200,7,0
APP-005004,Daniel Cain,798-97-9514,1992-02-26,"197 Taylor Drive, East Meganbury, WY 16081",Blue Harbor Health,58022,753,21000,debt_consolidation,simmonsjim@example.net,966-172-1500,74,24,2,0
APP-005005,Edward Hernandez,571-50-6860,1967-06-24,"77498 Steven Lakes, West Jeremy, VT 96353",Redwood Manufacturing,125089,775,25000,moving,sara29@example.org,308-253-8202,167,177,0,0
APP-005006,Frank Rose,735-59-1824,1997-04-28,"23159 Conway Causeway Apt. 949, Wilcoxside, TN 97227",Redwood Manufacturing,110402,683,283500,small_business,michaelfreeman@example.org,292-358-5293,144,138,5,1
APP-005007,Carl Fisher,169-48-5586,2001-07-30,"19704 King Brooks Suite 109, Josephberg, KS 55108",North Ridge Logistics,136739,717,51000,major_purchase,dennisrowe@example.com,959-481-7123,144,161,1,0
APP-005008,Allison Castaneda,526-54-3174,1965-06-17,"968 Delgado Center Apt. 260, Perryfort, SD 32308",Blue Harbor Health,153225,777,55000,education,lrodriguez@example.com,748-492-2864,199,14,0,0
APP-005009,Mr. Martin Wiley,536-36-5079,1969-02-28,"367 Turner Manor, Whiteview, MT 89559",Summit Financial Group,138757,790,14500,debt_consolidation,lisajones@example.com,634-647-3474,203,133,1,1
APP-005010,Natasha Cooley,118-82-9080,2004-05-19,"PSC 7229, Box 7442, APO AA 04907",Greenline Telecom,166636,557,11500,medical,swilliams@example.com,802-221-1332,105,210,7,1
APP-005011,Kimberly Sandoval,647-85-2703,1973-05-10,"6432 Tammy Spring, East Daniel, ND 81679",Summit Financial Group,68321,662,32500,medical,acalderon@example.com,229-246-9839,0,2,3,1
APP-005012,Mary Ramirez,623-92-1284,1972-02-15,"87211 Sarah Plaza, Daleview, WY 75882",Redwood Manufacturing,168380,808,54000,home_improvement,swilliams@example.net,998-501-1991,185,97,3,0
APP-005013,Catherine Martin,531-51-5932,1967-11-10,"USCGC Reyes, FPO AE 54293",Atlas Construction,47927,672,22500,auto,rodriguezjason@example.org,756-990-8890,41,30,3,0
APP-005014,Thomas Page,687-55-2822,1998-06-29,"2057 Sims Valleys Apt. 305, Lake Joelmouth, MP 81299",BrightPath Education,107835,740,44000,wedding,melissawoodward@example.net,625-038-0851,43,179,0,1
APP-005015,James Beasley,512-39-1242,1952-09-02,"21328 Carpenter Fields, Barkerside, MI 77174",Greenline Telecom,131827,681,356000,moving,david41@example.net,838-143-8474,233,129,1,1
APP-005016,Nicholas Fisher,629-15-4986,1979-08-03,"3183 Mitchell Green Suite 219, New Dawn, NV 14105",Atlas Construction,90910,700,14500,medical,angel91@example.org,615-613-4325,8,120,3,0
APP-005017,Amy Thomas,504-91-4362,1953-03-02,"065 Pamela Circle Apt. 892, North Shellystad, NE 65042",Atlas Construction,41920,582,14500,auto,aanthony@example.net,309-925-7997,32,46,5,0
APP-005018,Roy Ross,692-40-2358,1988-03-27,"95380 Adam Fort, New Erika, ME 65954",Peakstone Retail,38696,541,14000,wedding,lcolon@example.net,974-139-6439,99,216,8,0
APP-005019,Julie Wells,164-95-4297,2000-06-15,"94041 Davidson Garden, East Rachelmouth, DE 11916",BrightPath Education,127394,767,34000,small_business,tparker@example.net,961-893-4981,2,0,1,1
APP-005020,Diane Perez,544-20-1027,1965-11-16,"057 Paul Circles Apt. 910, Kimberlymouth, MS 82468",Silver Oak Pharmacy,47724,538,22500,wedding,elizabethrice@example.net,426-187-7524,139,196,9,0
APP-005021,Donald Mueller,470-70-4742,1955-05-03,"084 Edwards Pass Suite 475, North Deniseburgh, MS 87357",Greenline Telecom,87352,539,46500,medical,rebekah68@example.com,901-005-5823,103,34,6,0
APP-005022,Kelsey Diaz,680-52-1472,1987-05-04,"85261 Timothy Streets Apt. 566, New Michaelton, NC 11562",Pioneer Foods,127656,679,33500,wedding,reedlisa@example.net,539-065-6590,2,3,2,1
APP-005023,Jonathan Andrade,645-90-5999,1973-09-07,"USCGC Hart, FPO AE 85231",Silver Oak Pharmacy,29030,837,54000,vacation,christopher49@example.org,876-104-6416,167,56,9,1
APP-005024,William Moss,611-87-3714,1971-06-18,"94055 Nelson Mountain Apt. 098, Lake Anthonyburgh, IA 77160",Atlas Construction,130562,815,54000,home_improvement,umcintyre@example.org,652-306-5434,3,3,1,1
APP-005025,Nicholas Jones,626-61-1329,1973-01-13,"387 Holt Crossing Apt. 437, New Patrick, MO 50180",Crescent Energy,217719,524,32500,major_purchase,mitchellmontgomery@example.com,679-983-1713,106,24,4,1
APP-005026,Eric Barton,665-21-4388,1992-07-12,"5534 Phillips Hills Suite 323, South Eric, GA 29743",Peakstone Retail,132852,627,36000,major_purchase,andrea95@example.org,182-637-7573,12,99,3,1
APP-005027,Laura Hampton,739-29-6553,1990-11-20,"482 Kevin Place, Jasonton, MH 14466",Pioneer Foods,89871,746,35500,debt_consolidation,markjohnson@example.org,017-201-6867,57,76,1,0
APP-005028,Karen Marquez,698-48-1955,1981-01-25,"5852 Angela Pike Apt. 248, Castrofurt, ID 38751",Redwood Manufacturing,121810,750,34500,medical,barbara76@example.org,899-301-6367,27,159,2,0
APP-005029,Sandra Brooks,163-29-3780,1962-02-04,"2780 Merritt Wells Suite 889, South David, WY 49309",BrightPath Education,57186,633,6500,auto,nschroeder@example.com,466-282-8949,86,102,5,1
APP-005030,Donna Turner,451-55-4570,1954-09-29,"15640 Knight Circle Suite 680, Lake Christopherburgh, NC 02085",Blue Harbor Health,93125,741,46500,small_business,bernardmartinez@example.org,384-728-3284,118,47,3,0
APP-005031,Derrick Webster,758-73-8739,1999-10-22,"46675 Kimberly Roads Suite 992, South Jennifer, MI 76210",Silver Oak Pharmacy,24022,794,37500,vacation,danielcoleman@example.net,916-159-9519,128,102,4,1
APP-005032,Justin Vaughn,599-32-9827,1979-09-24,"2955 Vickie Isle Apt. 885, New Joshuaport, AS 83812",Atlas Construction,81234,751,18500,vacation,xporter@example.net,858-018-3866,235,71,3,0
APP-005033,Elizabeth Kaiser,579-67-5695,1961-11-11,"86761 Angela Fork, West Staceymouth, CA 55022",Atlas Construction,49892,644,10500,wedding,melanie08@example.net,090-370-1150,43,115,3,0
